product_id,avg_price,purchase_count
a8075470f960215ffb67624782f80fec,104.85,34
55b71bf300a2765a382eaec566df531f,76.02,34
e282624d8c82e04983f125e167eb4521,18.67,34
5b3b5f9ae84ca9ead3138b199420cc94,138.2,34
44fded21627553d1886d459384bbce06,15,34
11dcc970f7a5581e1bf777b6da3f7096,69.49,34
ecbe1ef7e2903ff8b1d704ba78fa264d,96.81,34
7f4e034245e45549110139d1de248f83,48.9,34
a8fe47ad6f852f93cc92c7b408687de3,72.61,34
7b85e3deef35afd6ebed5461ee8f0641,30.78,34
810e2944bca9850b934e1570ba372e7d,78,34
b8a0d73b2a06e7910d9864dccdb0cda2,63.14,34
8b50a72d52d7a91fb19d19fbe069e2f2,46.46,34
fe077ec80df6b4ee60bb4498d5ab1962,136.27,33
05a9dadb8402b6b7ae3dd28f7da187b5,159,33
a0b7d5a992ccda646f2d34e418fff5a0,69.9,33
6bbe55cf8f85c87b6eebb775a53402f4,76.47,33
7d854ab97c64ef9df2bbfaf332765786,61.57,33
25e2023ed83352bde98dc1490d14c3d8,111.09,33
16ed6a6e3fce23b741650437fe58d65b,90.82,33
2b7aa376a6e728560bddb5558cc48e89,116.9,33
aa8d88eb4b9cb38894e33fa624c4287f,54.91,33
283dc451ad3918badb976d56ff887289,91.11,33
719d571299707561c34ba04ab867b32a,57.67,33
827c4a77226a3e7ef259d61eaa775df9,40.51,33
e4d325bd1eea550509bdbbc5c3301fc1,366.25,33
4cc8bfa581f41841ce5e24aba773a44a,59.08,33
72d3bf1d3a790f8874096fcf860e3eff,39,33
81288df52439985f610be64465e53f57,110.54,33
657247f6f60543b93e3cc708a8e6329c,257.43,32
6adab229374835b551f6402e0dc53267,49.24,32
a5f6ba3fe91a2e73f10b612131cb2404,46.88,32
044f05bc9de36e8a693a83e4bc79dd0d,24.99,32
66a0a6e02b7f543e5b021ce361f267d4,124.36,32
1a080577618e7fe4d9ddd8fb2b47a964,570.72,32
ee3d532c8a438679776d222e997606b3,99.99,32
bdcf6a834e8faa30dac3886c7a58e92e,37.62,32
b38b25d838ae0b8385e8cc68b9017644,160.28,32
ccadfeab525a9eb1569983b66e5075c4,84.94,32
500870614ddcf5bd84f7d26861026c8a,17.79,32
ce6f74096c84567f22728c84f3d6e7fc,111.78,32
f2e53dd1670f3c376518263b3f71424d,109.21,32
b0c8da302d49498d2ce6be8c631e4e20,59.78,32
34d6306314a47fe15c1efdbc23302020,69,32
76d1a1a9d21ab677a61c3ae34b1b352f,178.52,32
817e1c2d22418c36386406ccacfa53e8,163.69,32
99f265229d46f700208ad7cb1ff48aae,35.55,32
51f876eb62be778c757503cf7f8a3b74,10.14,32
086351823300e0339f6955b27998c186,116.27,32
23365beed316535b4105bd800c46670e,15.97,31
d6fe3b4ddecd4a8393c6a1385de3bfb6,198.72,31
44d097d59e8430f88a67517cd0c4f865,69,31
5bfc7506459ae2a7b4b573fe557a58e1,69.85,31
ab9cf155f8280c3739b09fe341a185e8,14.64,31
98a8c2fa16d7239c606640f5555768e4,112.42,31
abc3432ff825d8e524db1d4eac6d2099,39.98,31
9fe172fa8e662ca8572cf12abf8bce23,49.9,31
91b08d34d0ba4db44da2dc382867ba49,10.97,31
cd46a885543f0e169a49f1eb25c04e43,99.99,30
f731f8587d4088c174397e010cf892a9,56.85,30
ca38c039b717207dec906f4fa9a21db7,184.19,30
06f0e85c7892d5df893f332706340af1,170.67,30
e8316a4667e5870c85e906b1f062bde1,82.09,30
4b703444923b5e57bb73ba343f5ebab7,36.4,30
b92a7304ebad1ca5b393b53b2de5c70a,141.29,30
c5b72065154ec27c2d1ed8a654c3348f,190.04,30
32e18e89237933ebdaaebd78a27e7fa1,26.18,30
c403e106353e1aa40efe783ecb39ed7a,38.5,30
77cc62dc80ebe12a0452d1ce0565acdc,113,30
07c055536ebf10dfbb6c6db6dbfc36e5,45.9,30
0bbdc963004d9b2fd3427ee3c5ae3608,302.33,30
b99e4f4fa3f421e0ffbd512d9f152dec,19.7,30
c3097e07a0a5de0d4b4c836d90c5a284,13.7,30
d7d5562fce331ad958ca6f57057b3526,62.89,29
679a3e5e1d2bb68982be5734c6e55e63,54.4,29
0705b33fb285827a578fce4899f1b921,22.5,29
e2bb00220a167d9e60b6776ac33717bc,56,29
64fb13596caf118c438edc5c6ed2d50a,86.32,29
6a2909ac21d16b721e4795e7e8ff3e68,24.2,29
3b60d513e90300a4e9833e5cda1f1d61,151.49,29
4cac1a12a6fe9ffba4a9556dbe582e28,26.68,29
6a1a04054158fe995e1688d8f79605b2,59.9,29
57d79905de06d8897872c551bfd09358,26.75,29
ad88641611c35ebd59ecda07a9f17099,155.7,29
c94d19d021d4a8fbae5a45f904aeea90,108.01,29
0e2d365a247d105fefc31b17ab8706d9,122.77,29
55782cb82e0efe052da0a3da237da3b2,177,29
5403528d987ad26e8d7cb25940411987,48.9,29
c73628b1c3144b2e0c9c88072f21a213,106.59,29
372645c7439f9661fbbacfd129aa92ec,109.38,29
dca8cbb1c9d8a2db0fbc0c36b8d1a7bc,86.24,29
d04e48982547095af81c231c3d581cb6,248.33,29
e94df75b2e9a8b056be0c144a731f55c,91.58,28
ace5d86cf1ac63cdb76f49e5cd23d2f8,50.54,28
75c06ee06b201f9b6301d2b5e72993f8,14.58,28
bce474cc95b6e77657e10939b0b4248c,173.88,28
223d34a3d9334039f5ff9511dc044bbb,242.59,28
acc444eb5ad26f79d5a11baa6a03c439,125.71,28
ac44def10e24998cdee20a208d691127,88.33,28
167b4b8c4bd0c401bea62f5e050d70a4,151.39,28
68bf2e76db1d8e846042e54da87399ca,77.83,28
8a443635fdf9759915c9be5be2e3b862,105.26,28
30ccf4724f5227265f837e9ba0246278,90.79,28
0bb7cb61f1957f79dac582ab66ccdc1f,23.9,28
c1488892604e4ba5cff5b4eb4d595400,38.66,28
4914f8796af2ecd359fd8f44b9b92339,49.77,28
5dee2c14e1989141e15d341d4c62d72a,90.12,28
c075b8e131353552218860f1c421e4ef,56.94,28
42ec84ace63b58b8c5a7ba7be01d5fb8,96.7,28
4ac50dbde931c0a5ed8c33d3dc047351,46.56,28
d3e1006ba3735c0d44160026b6e0ced3,109.19,28
86c43103446290e7efacad3701cd654d,35,28
914c9e9af640dd56f48764a225b00f89,82.52,28
71a5f1c2a5fd9889ef26b5ac22aec9c6,22.12,27
eba7488e1c67729f045ab43fac426f2e,220.36,27
23bcd6822a33df5534f9b290216eec1f,127.27,27
776ef0ee36e20757c513e64903f1fa8a,99.59,27
ffc9caf33e2d1e9f44e3e06da19085f7,207.77,27
a42d9c825894f96fc6ed02610891454d,68.42,27
9f1c3e71d56894398a42b050b07f1baa,12.51,27
ee6c49af1a2de55aa0e076257ab4ab99,145.71,27
5526b1ae9ab2688cf600783cece249df,100.22,27
1a758361b1c10b3ffe3d3373332de319,45.68,27
8844bd4b8ca8f93603694ca2bceb77e9,84.99,27
cc5447118c174dcc6456c84ccb29e6f7,118.16,27
3e442d09f9dfef002aadf31960869f65,26.86,27
990d135e28e075648cb7d83198fdccf4,80.39,27
404a57563d487aecbc2b1a01d9b89aab,219.26,27
6a23ae3187f1dac41b7210a8c7739d6b,36.36,27
d678178aa4291cd25a755a90188375c8,36.52,26
c43ab4269cbf91b373263db4c2973cad,48.03,26
8983a3b149303c013fceabef902e835a,99,26
51ce083cd2b9078656a94655ab45b8a4,204.52,26
c8cfa622661e047ea2499f8bce4731a5,134.9,26
be0dbdc3d67d55727a65d4cd696ca73c,72.42,26
ec5b3c8bb77ad22278f6e9d719a83de3,12.9,26
2083a6feb4bbb31f6abc92fc24e468c0,6.92,26
0502d1a36be75bd36b452f31c6ed264a,70.46,26
9da950e8c8c482441f1b93955b21c827,212.3,26
13db47eae724e2848e12b71a617a3a41,499.72,26
b59fb744c6f3cd1dc23b10f760848d98,9.9,26
1612209b0b37fbe80e1e8e1b7d19ca1d,99.23,26
4deb009c36a910076a023947a7929201,51.11,26
31639956e7fac87ecfd9d608040638bd,68.25,26
4178e16324fd0c9a8e18463caf390cc6,266.08,26
f908d3bf313a1308bfb2a46ea2685347,35.67,26
b60856ce32d90658dbf99b9485327c25,9,26
017692475c1c954ff597feda05131d73,14.1,26
145978af3e89b318be0b717a0953649a,20.76,26
060cb19345d90064d1015407193c233d,146.76,26
21fb5057dd6a737df6851a7ab7a130da,61.62,26
c72edc98e7d77f0c4c04ec80730c05f5,73.23,26
cadb69af336c16aba5c5223599821245,13.65,26
79366d6a24de9351b7ca6e3cf75a68ec,193,26
fe9dfbe7f974621789683b7b78be2a16,325.9,26
e85d91619b497e98754390b6198a9818,134.9,26
6dde44b4172999f35f08654d06bad633,203.98,25
a9f480bfc49f0b85e8394e1cdf685b4e,51.62,25
9b9d1c4bd979b93c138044e032f99780,99.31,25
79da264732f717f10ebf5d102aa6c32a,30.79,25
ba74c6b75d2ad7503175809688d5a03c,179.53,25
d189fbf8b5d79a670cebcaaad68d77b2,60.3,25
87d780fa7d2cf3710aa02dc4ca8db985,104.3,25
f4d705aa95ccca448e5b0deb6e5290ba,24.9,25
ee57070aa3b24a06fdd0e02efd2d757d,73.58,25
2b0ee2d07306f7c9ac55a43166e9bb4b,59.99,25
f6fa93875f4a7dac03e0a22143f4d815,49.95,25
f9259c9e7c0f12c70f7a81409680a5ff,72.62,25
a703f5ade6e4fae527357132230ea778,24.1,25
a04087ab6a96ffa041f8a2701a72b616,631.4,25
30469bb5ea377eae7121981e2f0778e4,122.68,25
c50ca07e9e4db9ea5011f06802c0aea0,16.81,25
fe75529a267b76ac6e96f0c322a899a4,111.66,25
e4ca5b20cfe1a020e15e36fe14e880ee,19.62,25
2bd9b51a9ab079e095aca987845d3266,77.16,25
288dbc06591742c5d7fe90fbfb08943e,118.23,25
1491a8ff192d4b5c369b0eaa2fe33ee5,203.59,25
ef66e63137bdd1b2e44aa968646fc1e3,34.79,25
542b3d80712d51eefe3a3cd1c5f4e8fe,40.5,25
7f064525eaaa1ce9d22c085f7ff5413a,49,25
2423252b2432f1803e4f29e0974c6cf7,156.5,25
e2c3ed9aaddfd2312a6a5fe9b3ddadd3,99.19,25
36c2fb4fa746273709c373f6d6ec6796,73.38,25
a12c9204f6f9e90ad1d8ba5571fbfed2,29.99,24
cfb763496d9fc48751a27db4fd02aa2d,49.95,24
0eb8e03d4ef83152c4642b606b5bbdec,31.66,24
574597aaf385996112490308e37399ce,49,24
82c51c3938503a4ddc096fbed86428d6,99,24
ff29d8cb1cd0cd5ea37b80dac9939e1c,19.19,24
a8115d34a4b7b74388da609692162c37,32.9,24
84f5c4f480ad6c9998d6a6860f1a2e41,41.16,24
083ffd30820b592e294de7ed668ff975,48.23,24
